Iterations	Guesses
768 	 3.5529
769 	 3.5529
770 	 3.5529
771 	 3.5529
772 	 3.5529
773 	 3.5529
774 	 3.5529
775 	 3.5529
776 	 3.5529
777 	 3.5529
778 	 3.5529
779 	 3.5529
780 	 3.5529
781 	 3.5529
782 	 3.5529
783 	 3.5529
784 	 3.5529
785 	 3.5529
786 	 3.5529
787 	 3.5529
788 	 3.5529
789 	 3.5529
790 	 3.5529
791 	 3.5529
792 	 3.5529
793 	 3.5529
794 	 3.5529
795 	 3.5529
796 	 3.5529
797 	 3.5529
798 	 3.5529
799 	 3.5529
800 	 3.5529
801 	 3.5529
802 	 3.5529
803 	 3.5529
804 	 3.5529
805 	 3.5529
806 	 3.5529
807 	 3.5529
808 	 3.5529
809 	 3.5529
810 	 3.5529
811 	 3.5529
812 	 3.5529
813 	 3.5529
814 	 3.5529
815 	 3.5529
816 	 3.5529
817 	 3.5529
818 	 3.5529
819 	 3.5529
820 	 3.5529
821 	 3.5529
822 	 3.5529
823 	 3.5529
824 	 3.5529
825 	 3.5529
826 	 3.5529
827 	 3.5529
828 	 3.5529
829 	 3.5529
830 	 3.5529
831 	 3.5529
832 	 3.5529
833 	 3.5529
834 	 3.5529
835 	 3.5529
836 	 3.5529
837 	 3.5529
838 	 3.5529
839 	 3.5529
840 	 3.5529
841 	 3.5529
842 	 3.5529
843 	 3.5529
844 	 3.5529
845 	 3.5529
846 	 3.5529
847 	 3.5529
848 	 3.5529
849 	 3.5529
850 	 3.5529
851 	 3.5529
852 	 3.5529
853 	 3.5529
854 	 3.5529
855 	 3.5529
856 	 3.5529
857 	 3.5529
858 	 3.5529
859 	 3.5529
860 	 3.5529
861 	 3.5529
862 	 3.5529
863 	 3.5529
864 	 3.5529
865 	 3.5529
866 	 3.5529
867 	 3.5529
868 	 3.5529
869 	 3.5529
870 	 3.5526
